title,address,latitude,longitude,description,price_pcm,date_added,agent,agent_tel,image_src,src
Garages,"Elmcroft Garages, West Hampstead NW6",51.5512,-0.19147,Garage available behind West End Lane near all the shops and underground station. Call now on to view.,£238 pcm,Added on 13/09/2019,"Cedar Estates, West Hampstead",020 8012 1865,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/80k/79883/87350120/79883_148_IMG_01_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-87350120.html
5 bedroom house share,"Bernard Street, London , WC1N",51.523403,-0.123636,"One month FREE RENT if you move in by 30th NovemberThese well-presented purpose-built buildings are in the heart of Central London with easy access to Oxford Street, Covent Garden and the West End... ** Property Reference: 945605 **",£585 pcm,Added on 03/11/2020,"OpenRent, London",020 3322 3265,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/97k/96668/86387263/96668_94560503112020_IMG_01_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-86387263.html
1 bedroom house share,"Prince of Wales Road, Chalk Farm, NW5",51.546096,-0.151633,"AVAILABLE NOW A LOVELY DOUBLE BEDROOM flat in a four bedroom flat that consists of a LIVING ROOM, separate WC/BATHROOM and plenty of STORAGE. It is perfectly located within easy reach of Chalk Farm and Kentish Town. ",£560 pcm,Added on 03/11/2020,"Up My Street, Camden",020 8012 4719,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/114k/113275/86381485/113275_RL3880_IMG_01_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-86381485.html
4 bedroom house share,(ALL BILLS INCLUDED) Grafton Place NW1,51.52831,-0.13053,"This flat has 4 Bedrooms, 1 bathroom, with a separated kitchen with balcony, and a separated small living room located on the 3rd floor of the building. It is within 1 minutes of walking distance of Euston Station, 6 minutes walking from King Cross Station. Room 1 : £600pcm Room ...",£570 pcm,Reduced on 03/11/2020,"SN Estates London, London",020 8012 5434,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/210k/209642/85311592/209642_26092020-L20_IMG_02_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-85311592.html
4 bedroom house share,"Bulbarrow, London, NW8",51.53778,-0.187004,"One single bedroom has become available on the famous Abbey Road. The room is very bright, with its own built in wardrobe. The property has a spacious garden and a living room. There is super fas... ** Property Reference: 944914 **",£500 pcm,Added on 03/11/2020,"OpenRent, London",020 3322 3265,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/97k/96668/86367763/96668_94491402112020_IMG_01_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-86367763.html
2 bedroom flat,"Portpool Lane, Chancery Lane, London, EC1N",51.52115,-0.11079,"•	Newly refurbished and renovated
•	1st Floor •	Listed brick Victorian ex-local auhtority
•	Secure entry-phone system •	Original Stripped Wooden floors through-out
•	New tiled shower room •	High ceilings and sash windows
•	3 minut...",£575 pcm,Reduced on 02/11/2020,"Upad, Coventry",03301 011911,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/220k/219086/99139163/219086_5700206_70088_IMG_01_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-99139163.html
1 bedroom flat share,"Harben Road, London, NW6",51.54378,-0.17676,BIG DOUBLE ROOM FOR RENT. 1 MINUTE WALK SWISS COTTAGE TUBE!!!,£500 pcm,Reduced on 30/10/2020,"MoveHome, London",020 8012 1853,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/79k/78299/42315480/78299_Swiss650_IMG_04_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-42315480.html
Flat share,"Harben Road, London, NW6",51.54378,-0.17676,"Lovely DOUBLE ROOM FOR RENT offering generous living space throughout, ideally set in a popular purpose built block in the heart of Swiss Cottage. ",£450 pcm,Reduced on 30/10/2020,"MoveHome, London",020 8012 1853,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/79k/78299/43281711/78299_herbon0235_IMG_05_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-43281711.html
House share,"Eversholt, Euston NW1",51.53282,-0.13726,"Sn Estate is proud to present this room to let in a 4 bedroom flat in the heart of Euston. The flat located on the 4th floor with lift comprises 4 double bedroom (2 of them are occupied), bathroom with separate toilet, one large kitchen fully furnished. Absolutely perfect for studen...",£525 pcm,Reduced on 30/10/2020,"SN Estates London, London",020 8012 5434,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/210k/209642/85016947/209642_21092020-Ll1_IMG_05_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-85016947.html
1 bedroom house share,"Hurdwick House, Harrington Square, NW1",51.533473,-0.13836,"*ALL BILLS INCLUDED* SPACIOUS DOUBLE ROOM situated within 60 seconds walk from Mornington Crescent underground station. ALL BILLS INCLUDED. AVAILABLE NOW, EARLY VIEWINGS ADVISED.",£595 pcm,Reduced on 19/10/2020,"Up My Street, Camden",020 8012 4719,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/114k/113275/81280648/113275_RL3461_IMG_01_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-81280648.html
4 bedroom flat share,"Leighton Road, London, NW5",51.55042,-0.13568,"Maida Vale Homes bring onto the market a bright charming room in Kentish Town NW5. Double room comes furnished with a double bed, wardrobe and desk.",£500 pcm,Reduced on 09/10/2020,"Maida Vale Homes, Romford",01726 431061,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/217k/216251/95572919/216251_00348489_IMG_00_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-95572919.html
4 bedroom flat share,"Leighton Road, London, NW5",51.55042,-0.13568,"Maida Vale Homes are pleased to bring onto the market a double room available in Kentish Town. The room comes furnished with a bed, desk and large wardrobes.You share the modern kitchen area with dining table and bathroom with other amazing tenants.The room comes all inclusive of all bills, Incl",£550 pcm,Reduced on 09/10/2020,"Maida Vale Homes, Romford",01726 431061,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/217k/216251/97150778/216251_00635641_IMG_00_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-97150778.html
1 bedroom house share,"St Pancras Way, London, NW1 0RA",51.541843,-0.135295,"Prime Land Property is please to offer this 1 DOUBLE BED room in a 4 beds (no lounge) house share situated just minutes away from Camden Town NW1. The property benefits from large kitchen, recently re...",£628 pcm,Added on 14/10/2020,"Prime Land Property, London",020 8012 4387,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/40k/39507/74232843/39507_524121_IMG_01_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-74232843.html
3 bedroom house share,Flat B - Kilburn High Road,51.541598,-0.196965,This is a large 3 bedroom flat - the rent includes all bills and council tax. There are 2 bathrooms within the property.,£750 pcm,Added today,"Studenttenant.com, Canterbury",020 8012 5976,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/104k/103556/74941287/103556_8086_IMG_01_0000_max_476x317.jpeg,https://www.rightmove.co.uk/property-to-rent/property-74941287.html
Studio apartment,"Belsize Road, South Hampstead, London, NW6",51.541444,-0.18143,"A studio flat located on the desirable Belsize Road and situated on the raised ground floor of this period building. The flat comprises bright living space, kitchenette and shower-room. The property is within a short walk of Swiss Cottage Tube and the shops and cafés...",£750 pcm,Reduced yesterday,"Dutch & Dutch, West Hampstead",020 8012 2253,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/8k/7616/96354392/7616_WHM090172_L_IMG_01_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-96354392.html
House share,"Priory Road, South Hampstead",51.54191,-0.18967,"A DELIGHTFUL, FURNISHED ROOM, in excellent decorative order, forming part of a two bedroom flat (sharing with one other tenant) set within a well maintained purpose built block, in the heart of South Hampstead, close to shops and tube.",£758 pcm,Added yesterday,"We Rent Flats Too Ltd, Rent",020 7794 7744,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/61k/60767/99457292/60767_5258_IMG_01_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-99457292.html
4 bedroom house share,(ALL BILLS INCLUDED) Grafton Place NW1,51.52831,-0.13053,"This flat has 4 Bedrooms, 1 bathroom, with a separated kitchen with balcony, and a separated small living room located in the 3rd floor of the building. It is within 1 minutes of walking distance of Euston Station, 6 minutes walking from King Cross Station. ALL BILLS INCLUDED EX...",£780 pcm,Reduced on 03/11/2020,"SN Estates London, London",020 8012 5434,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/210k/209642/85174417/209642_25092020LL121212_IMG_08_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-85174417.html
Studio apartment,"West End Lane, West Hampstead",51.55048,-0.19121,GAS AND WATER INCLUDED. Open plan studio flat with kitchenette and en-suite bathroom in a period conversion on West End Lane that has been immaculately refurbished. (212WEL-1),£758 pcm,Reduced on 03/11/2020,"Concept Studio Apartments, London",020 8012 1926,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/77k/76442/98988170/76442_115_IMG_01_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-98988170.html
7 bedroom house share,"London, London, W3",51.52188,-0.134453,"Room in a Shared House, London, W3. This 7 bedroom, 4 bathroom shared house is available to move in from 25 November 2020. The rent is £650.00 per month (£150.00 per week). Property comes furn... ** Property Reference: 932819 **",£650 pcm,Reduced on 02/11/2020,"OpenRent, London",020 3322 3265,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/97k/96668/86255167/96668_93281920102020_IMG_01_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-86255167.html
4 bedroom flat share,"Ivybridge Court, London, NW1",51.54457,-0.143785,"Room in a Shared Flat, Ivybridge Court, NW1. This 4 bedroom, 1 bathroom shared flat is available to move in from 02 November 2020. The rent is £650.00 per month (£150.00 per week). Property co... ** Property Reference: 923614 **",£650 pcm,Reduced on 02/11/2020,"OpenRent, London",020 3322 3265,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/97k/96668/85821346/96668_92361410102020_IMG_21_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-85821346.html
15 bedroom house share,"Queen's Crescent, London, NW5",51.55106,-0.149402,We are proud to present these rooms in a newly modernised student shared house in Kentish Town (near Camden) benefiting from excellent transport links and a private garden. Elly House is centrall... ** Property Reference: 924394 **,£758 pcm,Reduced on 02/11/2020,"OpenRent, London",020 3322 3265,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/97k/96668/85710535/96668_92439412102020_IMG_01_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-85710535.html
5 bedroom house share,"Queens Crescent, London, NW5",51.54972,-0.152029,BILLS INCLUDED!!!! Rents from £675 pcm - £725 pcm Inclusive of all utility bills & council tax Modern self contained flat arranged on first second and third floors to provide 5 individual let... ** Property Reference: 861616 **,£675 pcm,Reduced on 02/11/2020,"OpenRent, London",020 3322 3265,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/97k/96668/85942000/96668_86161605082020_IMG_03_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-85942000.html
4 bedroom house share,"Narcissus Road, West Hampstead, NW6",51.54992,-0.195004,"Quite double room in lively West Hampstead. Furnished The room is furnished with double bed, wardrobe, chest of drawer Desk etc. recently decorated with new wood flooring, Bathroom with shower... ** Property Reference: 905607 **",£700 pcm,Reduced on 31/10/2020,"OpenRent, London",020 3322 3265,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/97k/96668/85337089/96668_81283916062020_IMG_01_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-85337089.html
Studio flat,"Lymington Road, London, NW6",51.54916,-0.189868,"Spacious self contained studio in Victorian house in West Hampstead, very close to overground and Tube. Own kitchen and bathroom with an ensuite shower, wooden floors, central heating, laundry roo... ** Property Reference: 939927 **",£795 pcm,Reduced on 30/10/2020,"OpenRent, London",020 3322 3265,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/97k/96668/86272558/96668_93992728102020_IMG_01_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-86272558.html
Studio flat,"Fortess Road, London, NW5 ",51.55605,-0.13934,"Second floor Studio apartment moments from Kentish Town & Tufnell Park stations Fortess Road is a pretty tree-lined street situated between Tufnell Park and Camden, with access to a variety of transport links. ",£675 pcm,Added on 30/10/2020,"Hemmingfords, London",020 8012 1990,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/202k/201083/74794329/201083_103279001337_IMG_01_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-74794329.html
3 bedroom flat share,"Haverstock Hill, London, NW3",51.545544,-0.155299,"We are proud to offer this delightful room in a 3 bedroom, 2 bathroom shared flat in a great location. Available to move in from 29 October 2020, this property benefits from garden access. Proper... ** Property Reference: 935656 **",£750 pcm,Added on 29/10/2020,"OpenRent, London",020 3322 3265,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/97k/96668/86238508/96668_93565623102020_IMG_01_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-86238508.html
1 bedroom house share,"Rousden Street, Camden, London, NW1 0SX",51.541973,-0.137584,A good-sized double bedroom in this cozy four-bedroom apartment.,£700 pcm,Reduced on 29/10/2020,"Robert Manning, London",020 3858 3134,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/111k/110330/80906899/110330_ARU-217096_IMG_05_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-80906899.html
1 bedroom house share,"Candida Court, Clarence Way, Camden, London, NW1 8PY",51.54427,-0.143386,ALL BILLS INCLUDED - Good-sized double bedroom in this cozy five-bedroom apartment. ,£600 pcm,Reduced on 29/10/2020,"Robert Manning, London",020 3858 3134,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/111k/110330/84789433/110330_ARU-277073_IMG_01_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-84789433.html
Studio flat,"Camden High Street, Camden Town, NW1",51.540806,-0.144582,"A brand new, lovely modern, bright, spacious studio flat with own kitchenette, finished to the high standard with all modern amenities, benefiting from high ceilings, good natural light & double glazed windows. Conveniently located in the heart of Camden within a short walk from Chalk Farm, K...",£758 pcm,Reduced on 29/10/2020,"Rochester Place, London",020 8012 2473,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/97k/96542/85153186/96542_ROCH_001865_IMG_02_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-85153186.html
Studio flat,"Chalk Farm Road, NW1 8AN",51.54327,-0.14996,"A contemporary studio apartment located in the heart of Chalk Farm and a short walk to Camden Town. The property features a modern studio room, with modern kitchenette and shower room, with wooden flooring throughout. Gas, water and electric bills are fixed at £15 per week.",£780 pcm,Added on 28/10/2020,"Hotblack Desiato, Camden",020 8012 4146,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/44k/43709/99089171/43709_100250016070_IMG_01_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-99089171.html
House share,"Seymour House,Euston NW1 ",51.52893,-0.1305,"We are proud to present this room to let in a 4 bedroom flat in the heart of Euston with 2 bathroom ! The flat located on the 4th and last floor of the building comprises 4 large double bedrooms (only 2 are vacant) with wooden floor, natural light, a kitchen fully furnished with dish washe...",£788 pcm,Added on 26/10/2020,"SN Estates London, London",020 8012 5434,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/210k/209642/86139289/209642_07102020-Ll1_IMG_01_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-86139289.html
2 bedroom flat share,"Exide House, London, WC2H",51.5162,-0.126692,"We have 2 double rooms available to rent in a 4 bed apartment in Central London WC2H (the other 2 bedrooms are also currently occupied): 1. Larger bedroom - including double bed, large wardrobe,... ** Property Reference: 936305 **",£692 pcm,Added on 24/10/2020,"OpenRent, London",020 3322 3265,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/97k/96668/86072917/96668_93630524102020_IMG_10_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-86072917.html
House share,"Kentish Town Road, London, NW1",51.543315,-0.142011,'RENT INCLUDES BILLS' Bright bedsit to rent in Camden within minutes to the Tube Station & local amenities.,£675 pcm,Reduced on 24/10/2020,"Stelfort, London",020 7263 3555,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/68k/67576/98410727/67576_RL0184_IMG_01_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-98410727.html
Studio flat,"Shoot Up Hill, London, NW2",51.54935,-0.20582,"Gas and water included!!!! A very nice ground floor studio flat very close to Kilburn tube Station, double room, Kitchenette, double glazing, gas central heating, available immediately",£725 pcm,Reduced on 23/10/2020,"Live London Estates , Golders Green",020 8012 2233,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/142k/141884/74580156/141884_Shoot_Up_hill_IMG_00_0000_max_476x317.jpeg,https://www.rightmove.co.uk/property-to-rent/property-74580156.html
3 bedroom flat share,"Patterdale, London, NW1",51.52864,-0.142231,"Room in a Shared Flat, Patterdale, NW1 We are proud to offer this delightful room in a 3 bedroom, 1 bathroom shared flat in a great location. Available to move in from 30 October 2020. Property... ** Property Reference: 914866 **",£695 pcm,Reduced on 22/10/2020,"OpenRent, London",020 3322 3265,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/97k/96668/86020147/96668_91486601102020_IMG_11_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-86020147.html
Flat share,"Langdale Stanhope Street,  Camden, NW1",51.53071,-0.14067,"All bills included. This wonderful Room situated in London NW1 is available with the following facilities:Broadband included, Close to public transport, Double glazing, Fitted Kitchen, Fully Furnished, Washing Machine, lift.",£607 pcm,Reduced on 22/10/2020,"Victorstone Property Consultants , NW1",020 8012 1137,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/76k/75061/74551128/75061_123206_IMG_01_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-74551128.html
1 bedroom house share,"Inwood Court, Rochester Square, NW1",51.542907,-0.135523,"ALL BILLS INCLUDED AVAILABLE NOW 1 DOUBLE BEDROOM in a four bedroom purpose built flat, part of an attractive block on Rochester Square. It is perfectly located within easy reach of Camden Town, Holloway and King's Cross.",£650 pcm,Added on 20/10/2020,"Up My Street, Camden",020 8012 4719,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/114k/113275/98714330/113275_RL3871_IMG_01_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-98714330.html
1 bedroom terraced house,"Loveridge Road, London, NW6",51.5472,-0.20028,"2 bedroom flat in Loveridge Road. 1 large open plan kitchen, living room area, and bathrooms. Please note this advertisement is for a flat share. You will be sharing with one other person, and each of you will have your own bedroom and separate bathrooms.",£780 pcm,Reduced on 16/10/2020,"55 Residential, London",07546 635252,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/227k/226634/97894427/226634_74LOV2_IMG_00_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-97894427.html
Studio flat,"Fortune Green Road, West Hampstead NW6",51.55542,-0.1965,"We are delighted to offer this quiet and well located studio set in a well maintained block within easy walking distance of West Hampstead Tube and local shops, bars and restaurants.",£758 pcm,Added on 15/10/2020,"Cedar Estates, West Hampstead",020 8012 1865,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/80k/79883/98486507/79883_1237_IMG_01_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-98486507.html
Studio flat," College Place,  Camden, NW1",51.53811,-0.13604,"STUDIO IN PERIOD CONVERSION with it's own kitchenette. This property is in an excellent location moments from fashionable bars and restaurants on Camden High Street, this superb room is spacious and well presented throughout. Partial BILLS INCLUDED in the rent, the bathroom is shared. SINGLE OCCU...",£737 pcm,Reduced on 14/10/2020,"Victorstone Property Consultants , NW1",020 8012 1137,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/76k/75061/74000844/75061_103609_IMG_01_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-74000844.html
Studio flat," College Place,  Camden, NW1",51.53811,-0.13604,"VIDEO BOOKINGS ARE NOW BEING TAKEN TO RESERVE THIS NEWLY REFURBISHED double studio room. Comprises spacious living, sleeping space with laminate flooring, bay windows and lots of natural light, eat-in kitchen with breakfast bar. The bathroom is shared with two other rooms and there is use of a co...",£758 pcm,Reduced on 14/10/2020,"Victorstone Property Consultants , NW1",020 8012 1137,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/76k/75061/74233914/75061_139_IMG_01_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-74233914.html
Studio flat," College Place,  Camden, NW1",51.53811,-0.13604,"STUDIO IN PERIOD CONVERSION with it's own kitchenette. This property is in an excellent location moments from fashionable bars and restaurants on Camden High Street, this superb room is spacious and well presented throughout. Partial BILLS INCLUDED in the rent, the bathroom is shared.",£737 pcm,Reduced on 14/10/2020,"Victorstone Property Consultants , NW1",020 8012 1137,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/76k/75061/73611594/75061_250_IMG_01_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-73611594.html
1 bedroom house share,"St Pancras Way, London, NW1 0RA",51.541843,-0.135295,"Prime Land Property is please to offer this 1 DOUBLE BED room in a 4 beds (no lounge) house share situated just minutes away from Camden Town NW1. The property benefits from large kitchen, recently re...",£628 pcm,Added on 14/10/2020,"Prime Land Property, London",020 8012 4387,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/40k/39507/74232843/39507_524121_IMG_01_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-74232843.html
House share,"Maple Street, Central London",51.52197,-0.13944,"A FURNISHED EN-SUITE ROOM, in good decorative order, located within a period converted building in the heart of Central London. The room offers wood floors, high ceilings, its own shower room, communal kitchen facilities (shared with 4 other rooms) and gas central heating. £720PCM.",£720 pcm,Added on 14/10/2020,"We Rent Flats Too Ltd, Rent",020 7794 7744,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/61k/60767/74224935/60767_5365_IMG_01_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-74224935.html
House share,"Maple Street, Central London",51.52197,-0.13944,"A FURNISHED EN-SUITE ROOM, in good decorative order, located within a period converted building in the heart of Central London. The room offers wood floors, high ceilings, its own shower room, communal kitchen facilities (shared with 4 other rooms) and gas central heating. £720PCM.",£720 pcm,Added on 14/10/2020,"We Rent Flats Too Ltd, Rent",020 7794 7744,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/61k/60767/74224299/60767_5364_IMG_01_0002_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-74224299.html
House share,"Maple Street, Central London",51.52197,-0.13944,"A FURNISHED EN-SUITE ROOM, in good decorative order, located within a period converted building in the heart of Central London. The room offers wood floors, high ceilings, its own shower room, communal kitchen facilities (shared with 4 other rooms) and gas central heating. £700PCM.",£700 pcm,Added on 13/10/2020,"We Rent Flats Too Ltd, Rent",020 7794 7744,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/61k/60767/85768354/60767_5363_IMG_01_0000_max_476x317.jpg,https://www.rightmove.co.uk/property-to-rent/property-85768354.html
